id,name,projectName,tags,description,vizportalUrlId,url,img_url
088dbd73-a1ec-03f1-8e3f-407c5de0b6ab,Sales Rep Dashboard,Marketing Legacy,[],"The Sales Rep dashboard contains an analysis of the pipeline stage broken-down by sales rep. 
It also a section for lead/opp satus and a second one for source by each stage of the pipeline
Finally, there's a trending for the last year for each stage.
Another view presents a breakdown of the number of opportunities by marketing campaign and by partner referral.",743564,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/743564/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/743564/thumbnail
089f7d01-600d-19c3-2790-9cbdcd2bd772,ADP Referral clients,Sanbox - Val,[],,953343,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/953343/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/953343/thumbnail
08b28efe-5145-478f-54e8-aee0c29be68b,Zoho Professional Dashboard,Reporting,[],"Zoho Professional Dashboard contains the general information about the professional that is in GPP and the information from Zoho like Status, User id, Professional id and zoho client person",834792,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/834792/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/834792/thumbnail
0b6ecc77-8d75-286c-0c2b-5bbc02d3e972,MA Never Active Analysis,MA Never Active Analysis (DEV),[],,1075746,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1075746/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1075746/thumbnail
0babc4b7-6247-7e9a-819b-16559b8e73e8,FP&A Revenue Forecasting,Sandbox,[],This is a detailed dashboard showing the various models built for revenue forecasting.,1048124,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1048124/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1048124/thumbnail
0c0e35ac-b40e-2796-f0e1-c69614276298,CSM Dashboards & Landing Page,CSM Reporting,[],,1070715,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1070715/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1070715/thumbnail
0d300bcf-54c9-96ef-d0cc-b90fb8051135,QBR_FINAL_VAL,Sanbox - Val,[],,974806,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/974806/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/974806/thumbnail
0db1fcb9-bd8a-648f-ab44-172ca583b0ac,Campaign Overview,default,[],,893571,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/893571/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/893571/thumbnail
0f086970-2b88-7bba-531f-d05e49de5941,Zoho Expenses Time to Pay Analysis,Finance Legacy,[],,993349,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/993349/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/993349/thumbnail
0f1931ab-4ec8-7e1a-e26a-e2718f7421a0,Partners Report,Sanbox - Val,[],,1012574,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1012574/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1012574/thumbnail
1106ec5a-77e7-accb-7d46-53d911c93f90,Performance of Marketing Funnel Cohorts,Test Folder,[],,1036664,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1036664/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1036664/thumbnail
110a197a-9e76-3cfd-3b7f-38cb0433d197,BDR Dashboard,Marketing,[],"Meant to give nuance of the BDR’s sales-funnel along with other sales trends. The dashboard contains counts of leads and opps throughout the different stages by different outputs such as: owners, source, lead or opp status, etc. It can be used to debrief, for example: quarterly, monthly or weekly different KPIs.",771098,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/771098/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/771098/thumbnail
115b618e-1fdd-89d1-4856-d2388aafc33b,Data Quality,Talent Acquisition,[],Data quality testing for Anaplan/Greenhouse,978557,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/978557/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/978557/thumbnail
1341aa65-d589-3d44-f2a2-afd7ff6e7979,BDR Performance,Sandbox,[],,1062341,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1062341/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1062341/thumbnail
13cb3e17-051e-0bb9-4235-9474312b8074,Daily NCA - New & Exanding Customers,Marketing,[],,1006407,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1006407/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1006407/thumbnail
14128445-553b-b1c6-1a20-2f7de4cf56ec,Customers and PoP By Type,CFO & CEO Dashboards,[],,968249,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/968249/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/968249/thumbnail
14a593e9-7a51-cab9-926c-b6e1b4e35712,GPP Equity Dashboard,Taxes,[],,955027,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/955027/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/955027/thumbnail
16d3f59e-9de9-cb0f-e1a0-31fd8f68ae87,Customer Invoicing Report,Executive Dashboards,[],"Customer Invoicing Report with this dashboard you will be able to analyze the Invoicing of the clients,
with the top 10 customers, 10 top countries, rending by MSA cohort year, trending by platform fee, Net Invoicing / PoP, and active clients distribution.",899171,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/899171/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/899171/thumbnail
16decf31-0295-8ccf-563a-b2559d687897,Customer Experience Surveys Dashboards,Customer Experience Surveys,[],This dashboard shows the CSAT and the NPS scores for the customers surveys,1023542,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1023542/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1023542/thumbnail
188599e5-f3ca-fba9-56f1-f20c97329e9d,Missing Departments from MDM,Information Tools,[],,645250,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/645250/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/645250/thumbnail
1ba7c224-d62d-7411-e8ed-8568fc3abaad,Tech Stack Dashboard,Tech,[],"A view of all the tech tools currently available in GP. Commissioned by Tech in order to have one place where they can consult the number, name and basic info of all the tools and systems.",893861,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/893861/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/893861/thumbnail
1c90ca85-7acc-1305-1e9f-a208253ea97d,QA Audit,Sandbox,[],,992344,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/992344/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/992344/thumbnail
1cb8a9b2-24a4-ec30-00f2-6038595ff0a6,New Partner Dashboard,Sandbox,[],,1023254,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1023254/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1023254/thumbnail
1d3df948-753e-538b-6789-a5d69769ca9a,Case Tracking,default,[],,893545,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/893545/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/893545/thumbnail
1d8269ef-5d44-8557-843e-27051d9959a1,Account Engagement,default,[],,893570,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/893570/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/893570/thumbnail
1e8956bf-e4cf-8edb-2d54-ebb54ace5b2c,Deal Renegotiation Tracker,DFS Sandbox,[],,1069790,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1069790/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1069790/thumbnail
1f3ae973-c6e4-f936-7026-2024bcb030a0,Report results - Closed Deals,FP&A,[],,997548,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/997548/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/997548/thumbnail
1f4bd73e-06c1-81eb-22e3-f2438b71d081,GG Audit Modifications,Help Center,[],"GG Audit Modifications Dashboard, you can find information about the new clients, clients' name changes, accounting id changes, account manager changes, billing manager changes, and hr specialist changes.",740531,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/740531/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/740531/thumbnail
230d3004-b71e-fde3-55de-36dc44a8ace0,Organizational Structure,Headcount,[],This dashboard aims to help the ELT in th strategic workforce planning tasks.,1019361,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1019361/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1019361/thumbnail
23de2b92-729c-acab-15a5-d2248eb18c31,Twitter,Marketing Legacy,[],Directed to GP’s marketing campaign managers. This dashboard provides basic and advanced data analytics for Twitter Ads campaigns.,833861,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/833861/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/833861/thumbnail
24b83bbc-c0bc-0191-04d4-da112d60b803,Campaign Influence,Test Folder,[],,1084536,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1084536/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1084536/thumbnail
2559a22e-c56e-b2ea-9e83-c717a0024507,Global Operations Open Requisitions,Team,[],,1015555,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1015555/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1015555/thumbnail
267db168-c55d-80be-3b61-af8ff983b4b2,Professional Information,Help Center,[],Professional Information contains the details about the professionals with their expense method.,814317,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/814317/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/814317/thumbnail
27e12de0-2de9-aad5-2ed5-40f8953001a1,Funnel Validation DB - DWH,Sandbox,[],,1031470,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1031470/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1031470/thumbnail
291163f2-619e-9252-3075-3cbcb5b53bcb,Client Country Pricing,Financial Information,[],"In this dashboard, you can see the Client Country Pricing by Invoicing type with addendum signed date, MSA Country Notes, insurance, markup, and medical markup",909460,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/909460/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/909460/thumbnail
29117949-fd38-926a-59ea-109320b25f55,Talent Acquisition Scorecard Weekly,Talent Acquisition,[],"SUBSCRIPTIONS
Shows the primary Talent Acquisition information which is required for weekly, monthly, and quarterly reports.

Hires, Open Positions, Pass-Through Rates, Hiring Speed, Hiring Turnaround, Channels, and Offers.

Each view has side notes on the left side. It is possible to switch between views using the buttons located on the left side.",1025050,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1025050/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1025050/thumbnail
2a22cbf0-d032-9383-c2eb-6558552b6116,Pricing Model Analysis,Sales Legacy,[],,939071,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/939071/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/939071/thumbnail
2add5479-1d9a-0c49-d261-288ca8617b8c,Outreach - Calls,Test Folder,[],Directed to BDR’s managers. This dashboard provides basic and advanced data analytics for calls from Outreach – the sales engagement platform.,1035837,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1035837/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1035837/thumbnail
2b3dae9a-aa99-60a5-3e6f-48c4419213be,WOR Executive Summary,Product Operations,[],Executive summary of the weekly reports with the most important overall key metrics and trends,935444,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/935444/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/935444/thumbnail
2b4e6108-9ec1-5094-00b7-8057eb138b4e,Transaction Association,Related LSP Invoices,[],Transaction Association provides information about the Associated  & Unassociated Transactions,913337,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/913337/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/913337/thumbnail
2d158e83-ac99-a889-976a-67a0e9284060,User Satisfaction Survey,Information Tools,[],,1045503,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1045503/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1045503/thumbnail
2d513525-06aa-f54a-b474-6fba6cf83202,Total Bills- Workday,DFS Sandbox,[],This dashboard shows all the bills data coming from Workday source.,1009214,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1009214/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1009214/thumbnail
2e4b1a51-c8bb-bb04-4017-88242d7fca1b,CEO Landing Page,Sandbox,[],,1029475,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1029475/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1029475/thumbnail
319c4298-d541-d8b2-ce61-18c1855f8c96,Daily Flash - Summary,Sandbox,[],,1076168,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1076168/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1076168/thumbnail
324ff501-173f-6be4-2e38-a635974b110e,Microsoft Ads,Marketing Legacy,[],Directed to GP’s marketing campaign managers. This dashboard provides basic and advanced data analytics for Microsoft Ads campaigns.,834145,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/834145/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/834145/thumbnail
3257004c-07cd-31f1-8fe8-f8b2950685fe,Cost To Serve Automation Project,CTS Automation Project,[],"Cost to Serve Automation 

|md|",1068299,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1068299/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1068299/thumbnail
330c99e4-1a88-3557-37fd-12d836be93e3,new partner test,Sandbox,[],,1023108,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1023108/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1023108/thumbnail
333d0eae-accd-9800-5bb6-1915b0c4ce1c,Knowledge Base time,Management,[],1st draft of what can be done to article views in time,958290,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/958290/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/958290/thumbnail
33b2bd8c-5d3a-d747-cc10-e84e1d3590d0,Customer Billing Address,Reporting,[],,1046276,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1046276/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1046276/thumbnail
3445ea32-4c53-298e-f272-3b5408f16668,Total Bills,DFS Sandbox,[],,1038185,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1038185/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1038185/thumbnail
35ca4651-9c71-c86b-5bbf-ec7b6de44bfa,Performance of Marketing Funnel Cohorts,FP&A,[],,958305,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/958305/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/958305/thumbnail
38d8d3ed-481d-5aaa-6304-dd817eb1c790,Partner Landing Page,Backup - mkt view,[],,1051325,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1051325/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1051325/thumbnail
38f50521-f4c0-41b4-0281-37a9a84920d5,Summary by Quarter Sales & Partners,Test Folder,[],,1081615,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1081615/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1081615/thumbnail
393923db-4b02-dbb3-8fc7-765dc63fda41,Zendesk Executive Dashboard,Management,[],This dashboard contains all the details of internal and external tickets opened in Zendesk along with the most relevant metrics.,997287,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/997287/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/997287/thumbnail
39b885f1-ca68-0443-3402-00971daa0389,Benefits Board,Benefits,[],Benefits Jira Board Weekly Report,1027706,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1027706/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1027706/thumbnail
39e1f077-9522-1c4f-842c-fa7d364ab726,Potential Partner Lead Analysis,Sandbox,[],,933286,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/933286/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/933286/thumbnail
3a907b2a-94d6-ee29-71e4-effa9f4a3d7e,Insurance Premium Markup  Legacy,Global Ops Legacy,[],"This dashboard has information about the Insurance premium markup per client, country, account manager with the number of active  and inactive professionals.",749832,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/749832/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/749832/thumbnail
3d3d7c18-5795-0fd1-02a9-c57396f3dcf1,Sales Executive Performance,Sales,[],,1010518,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1010518/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1010518/thumbnail
3d8d6adc-2905-b403-b69b-216c54511ae4,Customer Analysis,Sandbox - People Team,[],This dashboard contains insights about G-P  customers in top industries,1010396,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1010396/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1010396/thumbnail
3e52e095-3e77-8527-c05d-c80436e5e990,Book1,default,[],,727913,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/727913/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/727913/thumbnail
3ef0ecb2-4d3e-99dc-fafe-27e1d5e83209,WOR Quality,Product Operations,[],,946920,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/946920/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/946920/thumbnail
405793e4-6d74-942e-9004-1808bd4c98c1,Employment Contract,Reporting,[],Employment Contract Dashboard contains a crosstable that has all the attributes displayed on the Employment Contract section within a Professional within GPP.,819525,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/819525/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/819525/thumbnail
407bea31-3838-2c24-4a7f-cd46bc7e9229,Report results (Daily NCA - New & Expanding Customers),FP&A,[],,956625,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/956625/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/956625/thumbnail
40e70974-985c-27d4-a8b2-c39b62bc28b8,Acumatica GL,Financial - Expenses,[],,537844,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/537844/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/537844/thumbnail
41d39332-9d3d-2872-0c19-f8b32556c802,Mexico Professionals ,Global Ops Legacy,[],"Mexico Professionals General Information crosstab incluiding the professional status, home address, payroll start date, Onboard lead and mexico customs fields like RFC, CURP.",906020,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/906020/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/906020/thumbnail
41ff12c3-cd3b-5064-b733-ea6b27105276,Marketing Funnel Exec View,FP&A,[],,923638,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/923638/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/923638/thumbnail
42a21078-4113-dc3f-fc63-97b1032568e2,MA Daily & Quarterly Tracker,CFO & CEO Dashboards,[],,1013160,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1013160/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1013160/thumbnail
42a60c81-6122-f749-d972-f9e814533e64,Customer Churn Prediction Analysis,Sandbox,[],Customer churn analysis helps us identify the likelihood of active Customerchurning.,938500,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/938500/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/938500/thumbnail
446c0f1b-e371-0c80-2930-f09aa83658b3,Product Marketing Data,Sandbox,[],,1066635,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1066635/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1066635/thumbnail
44b02311-732d-8825-53e5-140b4c8aeb0d,Rolling 90-day Lead and Opp,Marketing Legacy,[],,941046,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/941046/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/941046/thumbnail
45c25bf1-d992-9204-75bf-52d2cc985d17,Summary by Quarter Sales & Partners,Sales,[],,1025079,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1025079/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1025079/thumbnail
47129b53-93e3-8a6e-1759-866b9d5cdebd,Polaris Test with Initial SQL,Sandbox,[],,1092538,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1092538/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1092538/thumbnail
47eb9259-80e7-7d75-087b-aa718a03b59c,Total Bills gold_kpi,Sandbox,[],Total bills dashboard with databricks datasource,1049020,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1049020/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1049020/thumbnail
4811d585-9aff-781f-67d2-e0b183759f10,InMail Engagement,default,[],,691980,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/691980/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/691980/thumbnail
482d6bec-8e48-42f0-0fc0-402ca86a950c,GP Internal HC and PoP by Contractor - EOR by Country,CFO & CEO Dashboards,[],This dashboard shows GP internal Headcount by Business Unit and PoP by Contractor and EOR,1011331,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1011331/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1011331/thumbnail
49fb086c-8387-c7e0-7aec-83b3752bc3ed,Brand Tracker,Brand,[],,988876,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/988876/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/988876/thumbnail
4c2e4206-3622-e009-c300-632524a869ed,Zoho Expenses,Finance Legacy,[],"Zoho Expenses dashboard you can find the zoho report number of the customer with the report title, expense approvers, expense description, working country, LSP, and the total amount with the currency.",909879,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/909879/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/909879/thumbnail
4c33cee4-23d3-5882-3642-140cffee54a7,Share of Voice,Brand,[],,1019520,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1019520/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1019520/thumbnail
4c7276e6-4853-8a53-c13b-4c8018fc0894,ADP MSA Referrals,Sandbox,[],"Requested by Partners team, the report presents a brief summary of all ADP's referred opportunities broken down by status and the resulting closed-won clients also broken down by their current status — after having signed an MSA.
Additional crosstab with details are provided for both opportunities and clients.",1082276,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1082276/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1082276/thumbnail
4ea7c10e-ce23-375f-f19b-7fdfed6a1b09,Customer Segmentation,FP&A,[],customer segmentation test,1048558,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1048558/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1048558/thumbnail
4ee0c837-29ef-71bf-9a1d-0c5e183a94d0,MA Salesforce + GPP Dashboard,CFO & CEO Dashboards,[],,970862,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/970862/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/970862/thumbnail
4fc544a7-2765-7743-e707-4d78862ffba9,Customers with MA Signature Date Modified in GPP,Tech,[],,1045368,https://us-east-1.online.tableau.com/#/site/globalizationpartners/workbooks/1045368/views,https://us-east-1.online.tableau.com/vizportal/api/rest/v1/workbooks/1045368/thumbnail
